date,drct,sped
2012-01-01 00:20,230.0,15.464099
2012-01-01 00:50,230.0,15.419541
2012-01-01 01:20,220.0,13.922868
2012-01-01 01:50,230.0,13.157205
2012-01-01 02:20,230.0,11.968389
2012-01-01 02:50,240.0,11.138312
2012-01-01 03:20,230.0,9.2374115
2012-01-01 03:50,230.0,9.99239
2012-01-01 04:20,250.0,18.01282
2012-01-01 04:50,240.0,10.580133
2012-01-01 05:20,230.0,12.743409
2012-01-01 05:50,220.0,11.597358
2012-01-01 06:20,220.0,12.582832
2012-01-01 06:50,220.0,13.278516
2012-01-01 07:20,230.0,10.695137
2012-01-01 07:50,230.0,15.451098
2012-01-01 08:20,230.0,12.153218
2012-01-01 08:50,230.0,11.266776
2012-01-01 09:20,240.0,14.570661
2012-01-01 09:50,230.0,11.434527
2012-01-01 10:20,240.0,11.3370285
2012-01-01 10:50,230.0,11.471198
2012-01-01 11:20,220.0,9.801727
2012-01-01 11:50,230.0,13.373825
2012-01-01 12:20,230.0,13.098753
2012-01-01 12:50,250.0,11.157461
2012-01-01 13:20,230.0,12.887823
2012-01-01 13:50,230.0,11.799514
2012-01-01 14:20,240.0,12.259147
2012-01-01 14:50,230.0,11.122276
2012-01-01 15:20,250.0,18.695847
2012-01-01 15:50,230.0,7.245308
2012-01-01 16:20,240.0,10.051772
2012-01-01 16:50,260.0,10.808699
2012-01-01 17:20,250.0,13.419107
2012-01-01 17:50,250.0,7.920349
2012-01-01 18:20,220.0,10.750179
2012-01-01 18:50,230.0,11.538044
2012-01-01 19:20,240.0,12.394529
2012-01-01 19:50,240.0,14.702459
2012-01-01 20:20,230.0,11.464102
2012-01-01 20:50,230.0,11.615267
2012-01-01 21:20,260.0,15.925409
2012-01-01 21:50,220.0,6.516056
2012-01-01 22:20,230.0,7.3483953
2012-01-01 22:50,240.0,13.080594
2012-01-01 23:20,240.0,12.299384
2012-01-01 23:50,240.0,10.882643
2012-01-02 00:20,240.0,15.29009
2012-01-02 00:50,220.0,11.083415
2012-01-02 01:20,220.0,9.558917
2012-01-02 01:50,270.0,11.781326
2012-01-02 02:20,240.0,9.159094
2012-01-02 02:50,240.0,11.794897
2012-01-02 03:20,220.0,11.2445135
2012-01-02 03:50,220.0,11.668025
2012-01-02 04:20,260.0,13.947013
2012-01-02 04:50,230.0,11.115427
2012-01-02 05:20,220.0,13.313563
2012-01-02 05:50,250.0,14.9703665
2012-01-02 06:20,230.0,18.848526
2012-01-02 06:50,220.0,10.555958
2012-01-02 07:20,240.0,15.878823
2012-01-02 07:50,240.0,16.027355
2012-01-02 08:20,250.0,16.578848
2012-01-02 08:50,230.0,13.785528
2012-01-02 09:20,230.0,17.990965
2012-01-02 09:50,230.0,15.862197
2012-01-02 10:20,230.0,14.596967
2012-01-02 10:50,240.0,15.295798
2012-01-02 11:20,240.0,16.581823
2012-01-02 11:50,240.0,18.014542
2012-01-02 12:20,240.0,17.081392
2012-01-02 12:50,270.0,14.465482
2012-01-02 13:20,240.0,15.872176
2012-01-02 13:50,250.0,16.36499
2012-01-02 14:20,250.0,11.710491
2012-01-02 14:50,240.0,15.368308
2012-01-02 15:20,250.0,17.29294
2012-01-02 15:50,260.0,18.191803
2012-01-02 16:20,250.0,17.060617
2012-01-02 16:50,240.0,13.204628
2012-01-02 17:20,240.0,17.277477
2012-01-02 17:50,250.0,15.526341
2012-01-02 18:20,240.0,17.6875
2012-01-02 18:50,270.0,11.915575
2012-01-02 19:20,260.0,9.040205
2012-01-02 19:50,260.0,14.557621
2012-01-02 20:20,250.0,13.399851
2012-01-02 20:50,240.0,9.814706
2012-01-02 21:20,240.0,11.204712
2012-01-02 21:50,240.0,12.158228
2012-01-02 22:20,240.0,10.105654
2012-01-02 23:20,230.0,9.858631
2012-01-02 23:50,250.0,8.36469
2012-01-03 00:20,220.0,3.4152067
2012-01-03 00:50,130.0,3.3037338
2012-01-03 01:20,120.0,2.663469
2012-01-03 01:50,130.0,4.0587215
2012-01-03 02:20,150.0,5.9451427
2012-01-03 02:50,150.0,7.975075
2012-01-03 03:20,130.0,10.741046
2012-01-03 03:50,100.0,12.630943
2012-01-03 04:20,80.0,13.158675
2012-01-03 04:50,60.0,15.558586
2012-01-03 05:20,40.0,13.726113
2012-01-03 05:50,30.0,15.420816
2012-01-03 06:20,10.0,16.176685
2012-01-03 06:50,10.0,14.594551
2012-01-03 07:20,350.0,18.760353
2012-01-03 07:50,350.0,17.73687
2012-01-03 08:20,340.0,13.824453
2012-01-03 08:50,340.0,13.185873
2012-01-03 09:20,330.0,11.15335
2012-01-03 09:50,330.0,10.465928
2012-01-03 10:20,330.0,12.681675
2012-01-03 11:20,320.0,3.188934
2012-01-03 11:50,340.0,9.612761
2012-01-03 12:20,280.0,12.189926
2012-01-03 12:50,270.0,14.693568
2012-01-03 13:20,280.0,13.3181505
2012-01-03 13:50,300.0,12.516937
2012-01-03 14:20,320.0,8.898598
2012-01-03 14:50,300.0,12.879773
2012-01-03 15:20,320.0,10.530755
2012-01-03 15:50,310.0,9.552163
2012-01-03 16:20,320.0,10.307826
2012-01-03 16:50,310.0,19.504236
2012-01-03 17:20,330.0,8.138371
2012-01-03 17:50,310.0,15.793804
2012-01-03 18:20,310.0,17.175714
2012-01-03 18:50,310.0,16.600641
2012-01-03 19:20,310.0,16.429783
2012-01-03 19:50,290.0,19.44112
2012-01-03 20:20,300.0,17.528894
2012-01-03 20:50,300.0,16.899761
2012-01-03 21:20,290.0,13.993361
2012-01-03 21:50,300.0,16.752758
2012-01-03 22:20,290.0,17.356798
2012-01-03 22:50,300.0,17.785307
2012-01-03 23:20,280.0,12.736041
2012-01-03 23:50,280.0,15.008033
2012-01-04 00:20,290.0,16.607265
2012-01-04 00:50,290.0,16.17825
2012-01-04 01:20,280.0,13.875024
2012-01-04 01:50,280.0,18.70677
2012-01-04 02:20,290.0,17.87375
2012-01-04 02:50,290.0,17.081867
2012-01-04 03:20,290.0,17.540956
2012-01-04 03:50,280.0,13.078633
2012-01-04 04:20,260.0,12.369509
2012-01-04 04:50,270.0,10.626959
2012-01-04 05:20,270.0,13.051569
2012-01-04 05:50,270.0,14.345066
2012-01-04 06:20,270.0,11.801838
2012-01-04 06:50,270.0,13.013258
2012-01-04 07:20,270.0,16.299198
2012-01-04 07:50,270.0,13.361662
2012-01-04 08:20,260.0,12.654561
2012-01-04 08:50,260.0,11.303523
2012-01-04 09:20,260.0,13.049245
2012-01-04 09:50,260.0,16.242567
2012-01-04 10:20,260.0,16.514824
2012-01-04 10:50,260.0,17.02878
2012-01-04 11:20,250.0,17.199696
2012-01-04 11:50,250.0,19.954023
2012-01-04 12:20,250.0,17.937975
2012-01-04 12:50,240.0,15.656278
2012-01-04 13:20,240.0,17.749352
2012-01-04 13:50,250.0,19.135365
2012-01-04 14:20,250.0,19.157017
2012-01-04 14:50,250.0,14.8305645
2012-01-04 15:20,260.0,13.789767
2012-01-04 15:50,260.0,14.6454735
2012-01-04 16:20,250.0,16.736378
2012-01-04 16:50,260.0,15.101394
2012-01-04 17:20,270.0,16.234303
2012-01-04 17:50,270.0,19.418257
2012-01-04 18:20,290.0,19.950848
2012-01-04 18:50,280.0,16.813372
2012-01-04 19:20,290.0,19.574993
2012-01-04 19:50,300.0,18.026022
2012-01-04 20:20,290.0,21.50061
2012-01-04 20:50,290.0,20.445469
2012-01-04 21:20,280.0,21.610533
2012-01-04 21:50,280.0,20.23252
2012-01-04 22:20,290.0,20.416689
2012-01-04 22:50,280.0,19.167934
2012-01-04 23:20,290.0,18.61334
2012-01-04 23:50,270.0,17.397526
2012-01-05 00:20,280.0,20.129572
2012-01-05 00:50,290.0,21.195755
2012-01-05 01:20,290.0,21.98116
2012-01-05 01:50,290.0,21.765026
2012-01-05 02:20,290.0,21.855581
2012-01-05 02:50,300.0,22.74352
2012-01-05 03:20,290.0,21.39452
2012-01-05 03:50,280.0,17.980005
2012-01-05 04:20,290.0,22.009834
2012-01-05 04:50,290.0,20.090176
2012-01-05 05:20,300.0,21.709139
2012-01-05 05:50,320.0,16.06654
2012-01-05 06:20,340.0,11.06508
2012-01-05 06:50,340.0,10.569237
2012-01-05 07:20,350.0,10.109692
2012-01-05 07:50,340.0,10.716317
2012-01-05 08:20,340.0,10.908744
2012-01-05 08:50,340.0,11.208899
2012-01-05 09:20,340.0,11.188702
2012-01-05 09:50,330.0,10.537836
2012-01-05 10:20,330.0,12.084514
2012-01-05 10:50,330.0,12.152961
2012-01-05 11:20,320.0,13.724509
2012-01-05 11:50,330.0,12.646173
2012-01-05 12:20,320.0,14.359485
2012-01-05 12:50,320.0,12.626454
2012-01-05 13:20,320.0,12.070531
2012-01-05 13:50,320.0,13.43008
2012-01-05 14:20,320.0,11.947408
2012-01-05 14:50,310.0,12.799898
2012-01-05 15:20,330.0,11.474467
2012-01-05 15:50,320.0,10.855105
2012-01-05 16:20,310.0,13.878155
2012-01-05 16:50,310.0,14.062822
2012-01-05 17:20,320.0,14.219369
2012-01-05 17:50,320.0,11.204305
2012-01-05 18:20,320.0,13.763998
2012-01-05 18:50,320.0,10.553909
2012-01-05 19:20,320.0,10.38638
2012-01-05 19:50,320.0,11.571541
2012-01-05 20:20,320.0,11.472067
2012-01-05 20:50,320.0,9.765905
2012-01-05 21:20,320.0,8.477005
2012-01-05 21:50,320.0,7.4278727
2012-01-05 22:20,320.0,8.457334
2012-01-05 22:50,330.0,6.3016067
2012-01-05 23:20,330.0,5.1342587
2012-01-06 07:20,200.0,6.6976953
2012-01-06 07:50,200.0,7.1812544
2012-01-06 08:20,200.0,8.524614
2012-01-06 08:50,210.0,11.234207
2012-01-06 09:20,210.0,10.554221
2012-01-06 09:50,200.0,11.131889
2012-01-06 10:20,200.0,11.23913
2012-01-06 10:50,200.0,12.768255
2012-01-06 11:20,220.0,10.316806
2012-01-06 11:50,230.0,12.721352
2012-01-06 12:20,230.0,11.426952
2012-01-06 12:50,220.0,11.903112
2012-01-06 13:20,220.0,12.552785
2012-01-06 13:50,220.0,14.601349
2012-01-06 14:20,240.0,12.671767
2012-01-06 14:50,250.0,12.857935
2012-01-06 15:20,250.0,11.855438
2012-01-06 15:50,260.0,12.319113
2012-01-06 16:20,270.0,14.12444
2012-01-06 16:50,270.0,13.047356
2012-01-06 17:20,290.0,13.624581
2012-01-06 17:50,280.0,10.966008
2012-01-06 18:20,270.0,12.452252
2012-01-06 18:50,280.0,13.657388
2012-01-06 19:20,280.0,15.193015
2012-01-06 19:50,290.0,13.459113
2012-01-06 20:20,280.0,11.020247
2012-01-06 20:50,270.0,14.248487
2012-01-06 21:20,270.0,12.997483
2012-01-06 21:50,270.0,12.485324
2012-01-06 22:20,280.0,12.573021
2012-01-06 22:50,280.0,11.840453
2012-01-06 23:20,280.0,16.193354
2012-01-06 23:50,270.0,13.430919
2012-01-07 00:20,280.0,15.64215
2012-01-07 00:50,260.0,15.672498
2012-01-07 01:20,270.0,14.8783
2012-01-07 01:50,280.0,17.095564
2012-01-07 02:20,280.0,15.91051
2012-01-07 02:50,280.0,17.50305
2012-01-07 03:20,300.0,19.35565
2012-01-07 03:50,280.0,19.727997
2012-01-07 04:20,290.0,19.443308
2012-01-07 04:50,280.0,16.56937
2012-01-07 05:20,300.0,18.702452
2012-01-07 05:50,280.0,16.873001
2012-01-07 06:20,290.0,18.017479
2012-01-07 06:50,280.0,16.312103
2012-01-07 07:20,280.0,19.268991
2012-01-07 07:50,300.0,20.32534
2012-01-07 08:20,290.0,17.688791
2012-01-07 08:50,280.0,19.360764
2012-01-07 09:20,290.0,17.457706
2012-01-07 09:50,290.0,18.83359
2012-01-07 10:20,280.0,18.76949
2012-01-07 10:50,280.0,18.306519
2012-01-07 11:20,290.0,16.495825
2012-01-07 11:50,290.0,19.522358
2012-01-07 12:20,290.0,18.006054
2012-01-07 12:50,290.0,18.156609
2012-01-07 13:20,290.0,16.883936
2012-01-07 13:50,290.0,17.735228
2012-01-07 14:20,290.0,17.226194
2012-01-07 14:50,290.0,15.745205
2012-01-07 15:20,290.0,16.035576
2012-01-07 15:50,290.0,15.663971
2012-01-07 16:20,290.0,17.710869
2012-01-07 16:50,290.0,14.924452
2012-01-07 17:20,300.0,13.244971
2012-01-07 17:50,290.0,11.268766
2012-01-07 18:20,300.0,15.32195
2012-01-07 18:50,300.0,12.898686
2012-01-07 19:20,290.0,12.758495
2012-01-07 19:50,290.0,14.075862
2012-01-07 20:20,290.0,13.356695
2012-01-07 20:50,300.0,11.032965
2012-01-07 21:20,290.0,13.549526
2012-01-07 21:50,290.0,10.617935
2012-01-07 22:20,300.0,9.276825
2012-01-07 22:50,290.0,10.597729
2012-01-07 23:20,300.0,9.14551
2012-01-07 23:50,290.0,7.495063
2012-01-08 00:20,290.0,7.0968347
2012-01-08 00:50,290.0,8.086182
2012-01-08 01:20,270.0,6.80411
2012-01-08 01:50,270.0,4.6460466
2012-01-08 02:20,270.0,6.6873126
2012-01-08 02:50,260.0,4.7073216
2012-01-08 03:20,240.0,4.1322427
2012-01-08 03:50,220.0,2.1147935
2012-01-08 04:20,240.0,4.15501
2012-01-08 04:50,220.0,3.3238876
2012-01-08 05:20,200.0,3.8930347
2012-01-08 05:50,200.0,5.2659235
2012-01-08 06:20,200.0,7.339374
2012-01-08 06:50,190.0,8.448106
2012-01-08 07:20,190.0,7.6127224
2012-01-08 07:50,190.0,9.210473
2012-01-08 08:20,200.0,8.593222
2012-01-08 08:50,210.0,8.218672
2012-01-08 09:20,220.0,9.463579
2012-01-08 09:50,230.0,10.755393
2012-01-08 10:20,240.0,11.50184
2012-01-08 10:50,240.0,12.548387
2012-01-08 11:20,230.0,11.928921
2012-01-08 11:50,240.0,11.802243
2012-01-08 12:20,240.0,12.97667
2012-01-08 12:50,230.0,12.726712
2012-01-08 13:20,230.0,12.037424
2012-01-08 13:50,230.0,12.760439
2012-01-08 14:20,230.0,12.854842
2012-01-08 14:50,230.0,13.881962
2012-01-08 15:20,230.0,12.019509
2012-01-08 15:50,230.0,13.973742
2012-01-08 16:20,230.0,12.104304
2012-01-08 16:50,230.0,11.841261
2012-01-08 17:20,230.0,12.32171
2012-01-08 17:50,230.0,12.856037
2012-01-08 18:20,220.0,12.553294
2012-01-08 18:50,220.0,14.530669
2012-01-08 19:20,230.0,13.850349
2012-01-08 19:50,230.0,13.927416
2012-01-08 20:20,220.0,13.196558
2012-01-08 20:50,230.0,12.336461
2012-01-08 21:20,220.0,13.292157
2012-01-08 21:50,220.0,14.857236
2012-01-08 22:20,220.0,14.130747
2012-01-08 22:50,210.0,14.380118
2012-01-08 23:20,220.0,15.159595
2012-01-08 23:50,210.0,14.898922
2012-01-09 00:20,220.0,15.213507
2012-01-09 00:50,230.0,14.769603
2012-01-09 01:20,270.0,8.442465
2012-01-09 01:50,270.0,10.116561
2012-01-09 02:20,280.0,11.21847
2012-01-09 02:50,280.0,10.169118
2012-01-09 03:20,280.0,11.575212
2012-01-09 03:50,280.0,11.420734
2012-01-09 04:20,290.0,13.912406
