date,drct,sped
2018-01-01 00:20,130.0,2.660227
2018-01-01 00:50,110.0,0.48348212
2018-01-01 01:20,90.0,1.7530127
2018-01-01 01:50,30.0,2.260071
2018-01-01 02:50,20.0,1.7312891
2018-01-01 03:20,10.0,2.8465965
2018-01-01 05:20,90.0,1.9079196
2018-01-01 05:50,60.0,2.2309637
2018-01-01 06:50,360.0,3.8624418
2018-01-01 07:20,20.0,5.2199526
2018-01-01 07:50,20.0,4.1305113
2018-01-01 08:20,10.0,6.0423303
2018-01-01 08:50,10.0,6.6480417
2018-01-01 09:50,360.0,4.315011
2018-01-01 10:50,330.0,1.6836715
2018-01-01 11:20,310.0,2.9297996
2018-01-01 11:50,310.0,7.867925
2018-01-01 12:20,310.0,10.378668
2018-01-01 12:50,300.0,5.9327693
2018-01-01 13:20,310.0,7.005078
2018-01-01 13:50,310.0,8.730203
2018-01-01 14:20,310.0,4.0004134
2018-01-01 14:50,310.0,7.39048
2018-01-01 15:20,310.0,7.8192973
2018-01-01 15:50,320.0,7.1477036
2018-01-01 16:20,330.0,4.4832654
2018-01-01 16:50,310.0,9.895661
2018-01-01 17:20,320.0,8.610458
2018-01-01 17:50,320.0,5.640433
2018-01-01 18:20,310.0,6.4325504
2018-01-01 18:50,310.0,7.0478497
2018-01-01 19:20,320.0,6.511972
2018-01-01 19:50,310.0,6.4481044
2018-01-01 20:20,310.0,5.3617105
2018-01-01 20:50,330.0,3.9586635
2018-01-01 21:20,310.0,3.9931903
2018-01-01 21:50,320.0,2.9103632
2018-01-01 22:20,290.0,1.7361764
2018-01-01 22:50,250.0,2.5930183
2018-01-01 23:20,250.0,2.4817011
2018-01-01 23:50,240.0,3.1365032
2018-01-02 00:20,270.0,2.5924304
2018-01-02 00:50,260.0,4.4987893
2018-01-02 01:20,200.0,1.3811771
2018-01-02 01:50,210.0,4.1721096
2018-01-02 02:20,200.0,3.7120187
2018-01-02 02:50,170.0,4.1418242
2018-01-02 03:20,170.0,4.2616863
2018-01-02 03:50,160.0,5.07476
2018-01-02 04:20,160.0,4.179693
2018-01-02 04:50,160.0,4.1770067
2018-01-02 05:20,160.0,4.305101
2018-01-02 05:50,160.0,4.791254
2018-01-02 06:20,150.0,4.529942
2018-01-02 06:50,150.0,6.2726383
2018-01-02 07:20,170.0,4.3164897
2018-01-02 07:50,160.0,8.656214
2018-01-02 08:20,160.0,11.137001
2018-01-02 08:50,140.0,9.993946
2018-01-02 09:20,160.0,15.431778
2018-01-02 09:50,140.0,14.934326
2018-01-02 10:20,130.0,17.817781
2018-01-02 10:50,130.0,17.196182
2018-01-02 11:20,130.0,19.95593
2018-01-02 11:50,140.0,14.946315
2018-01-02 12:20,230.0,12.638556
2018-01-02 12:50,250.0,13.855846
2018-01-02 13:20,260.0,15.283153
2018-01-02 13:50,270.0,10.760865
2018-01-02 14:20,260.0,11.41588
2018-01-02 14:50,250.0,11.139371
2018-01-02 15:20,240.0,10.548878
2018-01-02 15:50,230.0,8.3258705
2018-01-02 16:20,230.0,7.2968783
2018-01-02 16:50,210.0,6.0708575
2018-01-02 17:20,190.0,4.6172323
2018-01-02 18:20,170.0,5.5992646
2018-01-02 18:50,160.0,4.7757874
2018-01-02 19:20,140.0,4.722096
2018-01-02 19:50,140.0,4.105535
2018-01-02 20:20,140.0,3.3323584
2018-01-02 20:50,140.0,3.737129
2018-01-02 21:20,180.0,5.4054837
2018-01-02 21:50,210.0,7.4670672
2018-01-02 22:20,220.0,9.094372
2018-01-02 22:50,220.0,10.456505
2018-01-02 23:20,200.0,8.421986
2018-01-02 23:50,200.0,6.1435885
2018-01-03 00:20,150.0,3.5973477
2018-01-03 00:50,140.0,3.4564347
2018-01-03 01:20,150.0,4.189136
2018-01-03 01:50,150.0,4.416108
2018-01-03 02:20,150.0,4.751409
2018-01-03 02:50,210.0,3.1131785
2018-01-03 03:20,240.0,7.012587
2018-01-03 03:50,250.0,6.663353
2018-01-03 04:20,240.0,7.28555
2018-01-03 04:50,250.0,5.40912
2018-01-03 05:20,260.0,4.4945445
2018-01-03 05:50,250.0,3.6733832
2018-01-03 06:20,260.0,1.4732945
2018-01-03 06:50,260.0,2.4289043
2018-01-03 07:20,160.0,0.8005759
2018-01-03 07:50,150.0,2.7846143
2018-01-03 08:20,110.0,1.2784482
2018-01-03 08:50,130.0,2.6605504
2018-01-03 09:20,180.0,1.327264
2018-01-03 09:50,230.0,3.373153
2018-01-03 10:20,200.0,3.4120336
2018-01-03 10:50,190.0,3.5715966
2018-01-03 11:20,190.0,3.0007257
2018-01-03 11:50,190.0,2.9710205
2018-01-03 12:20,200.0,3.2455904
2018-01-03 12:50,190.0,3.653403
2018-01-03 13:20,200.0,3.5580552
2018-01-03 13:50,150.0,1.5676904
2018-01-03 14:20,150.0,3.0039806
2018-01-03 14:50,180.0,3.6434987
2018-01-03 15:20,180.0,1.4740325
2018-01-03 17:20,300.0,0.6131022
2018-01-03 17:50,310.0,1.4494557
2018-01-03 18:20,340.0,1.5070164
2018-01-03 18:50,310.0,2.2024891
2018-01-03 19:20,310.0,3.5127923
2018-01-03 19:50,330.0,3.2015686
2018-01-03 20:20,310.0,3.080616
2018-01-03 20:50,330.0,2.1678848
2018-01-03 21:20,320.0,2.372514
2018-01-03 21:50,280.0,2.4112113
2018-01-03 22:20,240.0,3.1699495
2018-01-03 23:50,80.0,1.5149288
2018-01-04 00:20,110.0,0.5078938
2018-01-04 00:50,170.0,0.7483315
2018-01-04 01:50,90.0,3.07744
2018-01-04 02:20,80.0,3.0795703
2018-01-04 02:50,80.0,1.0467558
2018-01-04 03:20,80.0,1.5552065
2018-01-04 03:50,80.0,1.8590629
2018-01-04 04:20,60.0,2.2423093
2018-01-04 04:50,100.0,2.5298066
2018-01-04 05:20,90.0,3.3667672
2018-01-04 05:50,120.0,6.2322083
2018-01-04 06:20,120.0,5.735555
2018-01-04 06:50,120.0,4.831378
2018-01-04 07:20,120.0,6.0283194
2018-01-04 07:50,130.0,6.3183427
2018-01-04 08:20,120.0,3.2074084
2018-01-04 08:50,90.0,4.473137
2018-01-04 09:20,90.0,4.7391653
2018-01-04 09:50,90.0,6.558992
2018-01-04 10:20,80.0,6.6280017
2018-01-04 11:20,100.0,6.0130835
2018-01-04 11:50,90.0,4.633295
2018-01-04 12:20,80.0,5.6311903
2018-01-04 12:50,70.0,6.8783464
2018-01-04 13:20,80.0,6.542465
2018-01-04 13:50,80.0,6.5871024
2018-01-04 14:20,80.0,6.440436
2018-01-04 14:50,90.0,6.621411
2018-01-04 15:20,90.0,6.02112
2018-01-04 15:50,90.0,5.877667
2018-01-04 16:20,90.0,6.5967884
2018-01-04 16:50,90.0,6.716785
2018-01-04 17:20,90.0,6.074939
2018-01-04 17:50,90.0,7.2599187
2018-01-04 18:20,90.0,7.075675
2018-01-04 18:50,90.0,7.2329774
2018-01-04 19:20,100.0,7.4023743
2018-01-04 19:50,100.0,8.149778
2018-01-04 20:20,90.0,7.4864206
2018-01-04 20:50,90.0,7.339474
2018-01-04 21:20,80.0,9.368056
2018-01-04 21:50,80.0,10.205687
2018-01-04 22:20,70.0,9.52964
2018-01-04 22:50,70.0,10.236819
