date,drct,sped
2011-01-01 01:20,10.0,4.1702695
2011-01-01 01:50,20.0,5.7398124
2011-01-01 02:20,10.0,6.221488
2011-01-01 02:50,10.0,7.334467
2011-01-01 03:20,10.0,7.6716285
2011-01-01 03:50,20.0,4.7815223
2011-01-01 04:20,20.0,6.062708
2011-01-01 04:50,20.0,6.011253
2011-01-01 05:20,20.0,6.1470304
2011-01-01 05:50,20.0,5.889469
2011-01-01 06:20,20.0,5.9044924
2011-01-01 06:50,20.0,5.978804
2011-01-01 07:20,20.0,4.8465357
2011-01-01 07:50,10.0,3.168992
2011-01-01 08:20,10.0,3.8384404
2011-01-01 08:50,20.0,5.419032
2011-01-01 09:20,10.0,4.0004754
2011-01-01 09:50,360.0,3.489447
2011-01-01 10:20,10.0,4.1949997
2011-01-01 10:50,30.0,5.117069
2011-01-01 11:20,10.0,2.656719
2011-01-01 11:50,20.0,3.209051
2011-01-01 12:20,360.0,2.599751
2011-01-01 12:50,10.0,3.2425842
2011-01-01 13:20,360.0,5.1757345
2011-01-01 13:50,20.0,5.9035683
2011-01-01 14:20,30.0,5.2187414
2011-01-01 14:50,20.0,4.277537
2011-01-01 15:20,30.0,3.429621
2011-01-01 15:50,10.0,4.4238296
2011-01-01 16:20,350.0,4.4302535
2011-01-01 16:50,10.0,5.0092893
2011-01-01 17:20,10.0,4.550209
2011-01-01 17:50,30.0,3.954932
2011-01-01 18:20,10.0,3.525004
2011-01-01 18:50,30.0,2.9005003
2011-01-01 19:20,360.0,2.6057863
2011-01-01 19:50,360.0,2.0225437
2011-01-01 20:20,10.0,2.6904676
2011-01-01 20:50,20.0,2.5951777
2011-01-01 22:50,360.0,2.3281846
2011-01-01 23:20,340.0,1.6933004
2011-01-01 23:50,340.0,3.0805736
2011-01-02 00:20,330.0,2.1415412
2011-01-02 00:50,340.0,2.098135
2011-01-02 01:20,320.0,1.0183909
2011-01-02 01:50,350.0,1.2135661
2011-01-02 02:20,340.0,1.6469886
2011-01-02 03:20,30.0,4.1174684
2011-01-02 03:50,20.0,1.5091839
2011-01-02 05:20,80.0,1.1675317
2011-01-02 05:50,30.0,1.3966062
2011-01-02 06:20,250.0,2.3958266
2011-01-02 06:50,260.0,1.5474218
2011-01-02 07:50,240.0,1.5809708
2011-01-02 11:50,50.0,1.3546741
2011-01-02 12:20,270.0,3.0742826
2011-01-02 12:50,220.0,2.0593293
2011-01-02 13:20,180.0,1.6027019
2011-01-02 13:50,230.0,4.22421
2011-01-02 14:20,200.0,3.2160404
2011-01-02 14:50,190.0,2.6164043
2011-01-02 15:20,200.0,2.6165528
2011-01-02 15:50,190.0,3.184535
2011-01-02 16:50,350.0,2.0874462
2011-01-02 17:20,160.0,1.8870006
2011-01-02 18:50,230.0,1.8830552
2011-01-02 19:20,230.0,2.3411639
2011-01-02 19:50,210.0,2.1512666
2011-01-02 20:20,180.0,3.036733
2011-01-02 20:50,220.0,3.7128863
2011-01-02 21:20,190.0,2.641506
2011-01-02 21:50,220.0,3.3939743
2011-01-02 22:20,210.0,3.7349377
2011-01-02 22:50,240.0,6.724749
2011-01-02 23:20,230.0,6.6318603
2011-01-02 23:50,220.0,6.8829165
2011-01-03 00:20,220.0,7.7690024
2011-01-03 00:50,230.0,7.7637224
2011-01-03 01:20,230.0,9.334904
2011-01-03 01:50,230.0,8.777409
2011-01-03 02:20,230.0,10.5055
2011-01-03 02:50,230.0,11.301203
2011-01-03 03:20,230.0,10.600332
2011-01-03 03:50,240.0,12.169256
2011-01-03 04:20,230.0,12.655267
2011-01-03 04:50,230.0,11.794165
2011-01-03 05:20,230.0,13.240711
2011-01-03 05:50,230.0,13.25298
2011-01-03 06:20,230.0,12.7078905
2011-01-03 06:50,230.0,14.020516
2011-01-03 07:20,230.0,13.999607
2011-01-03 07:50,230.0,13.997984
2011-01-03 08:20,230.0,13.877966
2011-01-03 08:50,230.0,14.1993065
2011-01-03 09:20,230.0,12.757793
2011-01-03 09:50,230.0,10.575495
2011-01-03 10:20,240.0,8.705213
2011-01-03 10:50,250.0,10.447711
2011-01-03 11:20,250.0,7.2695456
2011-01-03 11:50,270.0,5.6727
2011-01-03 12:20,250.0,5.7625847
2011-01-03 12:50,250.0,5.2895207
2011-01-03 13:20,240.0,4.544824
2011-01-03 13:50,230.0,4.5788746
2011-01-03 14:20,240.0,7.0953407
2011-01-03 14:50,250.0,4.946754
2011-01-03 15:20,230.0,3.8841224
2011-01-03 15:50,240.0,3.774234
2011-01-03 16:20,290.0,3.7229657
2011-01-03 16:50,280.0,7.282527
2011-01-03 17:20,270.0,6.043621
2011-01-03 17:50,270.0,7.0414414
2011-01-03 18:20,270.0,6.5712047
2011-01-03 18:50,280.0,6.682951
2011-01-03 19:20,290.0,6.2209134
2011-01-03 19:50,280.0,4.654237
2011-01-03 20:20,280.0,6.6272817
2011-01-03 20:50,280.0,5.846844
2011-01-03 21:20,270.0,6.0607204
2011-01-03 21:50,260.0,4.3626075
2011-01-03 22:20,250.0,4.65848
2011-01-03 22:50,260.0,6.056244
2011-01-03 23:20,250.0,5.5856338
2011-01-03 23:50,260.0,5.923199
2011-01-04 00:20,250.0,6.9307013
2011-01-04 00:50,270.0,8.655948
2011-01-04 01:20,260.0,7.4515076
2011-01-04 01:50,260.0,4.427878
2011-01-04 02:20,260.0,6.392071
2011-01-04 02:50,250.0,7.541987
2011-01-04 03:20,250.0,7.5593357
2011-01-04 03:50,260.0,8.321837
2011-01-04 04:20,250.0,6.7000065
2011-01-04 04:50,240.0,6.9402776
2011-01-04 05:20,240.0,8.223618
2011-01-04 05:50,250.0,7.077207
2011-01-04 06:20,250.0,8.180376
2011-01-04 06:50,250.0,7.8335342
2011-01-04 07:50,250.0,7.923001
2011-01-04 08:20,250.0,7.7374167
2011-01-04 08:50,270.0,14.312635
2011-01-04 09:20,250.0,7.905831
2011-01-04 09:50,250.0,8.679457
2011-01-04 10:20,270.0,8.545452
2011-01-04 10:50,270.0,7.4637365
2011-01-04 11:20,250.0,6.7112064
2011-01-04 11:50,270.0,8.650568
2011-01-04 12:20,260.0,6.929634
2011-01-04 12:50,270.0,7.9706707
2011-01-04 13:20,280.0,5.731922
2011-01-04 13:50,300.0,5.848336
2011-01-04 14:20,270.0,13.300297
2011-01-04 14:50,210.0,3.2651913
2011-01-04 15:20,260.0,7.8277893
2011-01-04 15:50,270.0,9.313264
2011-01-04 16:20,270.0,8.516923
2011-01-04 16:50,280.0,9.220066
2011-01-04 17:20,280.0,7.323508
2011-01-04 17:50,270.0,4.872724
2011-01-04 18:20,220.0,2.7030022
2011-01-04 18:50,250.0,5.5986094
2011-01-04 19:20,240.0,5.9714193
2011-01-04 19:50,220.0,5.8219056
2011-01-04 20:20,200.0,6.6033993
2011-01-04 20:50,210.0,8.538169
2011-01-04 21:20,180.0,4.71329
2011-01-04 21:50,230.0,4.4764404
2011-01-04 22:20,180.0,3.867665
2011-01-04 22:50,160.0,3.4146097
2011-01-04 23:20,130.0,3.7652254
2011-01-04 23:50,150.0,3.8107357
2011-01-05 00:20,150.0,3.8747969
2011-01-05 00:50,150.0,2.6279159
2011-01-05 01:20,120.0,3.131909
2011-01-05 01:50,100.0,2.6005647
2011-01-05 02:20,90.0,2.575575
2011-01-05 02:50,50.0,2.5831478
2011-01-05 03:20,140.0,7.054679
2011-01-05 03:50,260.0,2.850515
2011-01-05 04:20,20.0,3.001779
2011-01-05 04:50,90.0,4.255085
2011-01-05 05:20,100.0,5.2781005
2011-01-05 05:50,80.0,5.654124
2011-01-05 06:20,100.0,5.090411
2011-01-05 06:50,60.0,4.0353804
2011-01-05 07:20,30.0,3.7308474
2011-01-05 07:50,20.0,2.6037128
2011-01-05 08:20,10.0,3.265311
